tweet_text,images,target,anotasi
mau bikin how does pinterest see you? character tattoo doll animal pic pertama udah jomok aja anjing wowkowk https://t.co/RbaAh64sHS,1787391937940799623_0.jpg,lgbt,not hate
Perburuan kadal gurun yang mitosnya jadi obat kuat ngeseegs .. . . https://t.co/Z5qjlUsptC,1653712065440387074_0.jpg,arab,hate
ganteng doang jemput cewe depan gang pake nmax https://t.co/yOIxSGCZDZ,1345977027904434181_0.jpg,wanita,hate
Tenaaanggg.. Hari gini banyak kok kaum tulang lunak yg mau bantu pegangin. https://t.co/S07l3ljzy6,1446495225212375040_0.jpg,lgbt,hate
Hingga lengser #AniesBaswedan ternyata tak jual saham bir milik Pemprov DKI‼️ *Take a beer..!! 🍺 🤠 | #AniesDidukungKoruptor #AniesGagal #AniesNgibul #dkijakarta https://t.co/pLizYRKiLx,1690039193853194240_0.jpg,muslim,hate
Bangsa indonesia khusus umat islam dan segenap garda Pancasila mungkin bisa saja sudah terbius oleh mekanisme pasar yg serba memakai cara kapitalis /Neolib sehingga para kelompok pedagang Cina pemilik modal disamakan seperti tuhan oleh warga hedonis/korup yg dibawah kendali mrk https://t.co/pB5upMai1T,981498120205885441_0.jpg,cina,not hate
THIS TYPE OF KRIS10 MAKES ME KSJDNSJSNSNSJS https://t.co/raq2WM13Oh,1632053516339486726_0.jpg,nonislam,not hate
"Ada yg bertanya dgn tendensi mendebat sy ttg eljibiti. Tak kena walau sy cerita bgmn kaum2 terdahulu Allah binasakan. Dia brkta “knp ust tdk mendukung cinta sejenis, itukan HAM. Cinta ttplah cinta yg hrs dihormati. Sy jwb “Air ttplah air. Tp knp kalian tdk minum air dari toilet?” https://t.co/l3klvQxGL8",1644085930570174465_0.jpg,lgbt,not hate
"Zionis Katahuan Ngibul! Jubir Militer Zionis Daniel Hagari siarkan laporan seorang serdadu yg temukan daftar nama2 teroris yg ia temukan di basement RS Al-Rantisi, yang tak lain adalah kalender dengan daftar nama-nama hari dalam bahasa Arab. USER | USER https://t.co/fyvdFcjyd7",1724313142069706913_1.jpg,arab,not hate
"Kalo ada MV jomok lebih suka pake Watakana, jangan tanya alasannya kenapa 🥰🥰🥰 https://t.co/oTbKpnVsfm",1788754212509368589_2.jpg,lgbt,not hate
"USER ""hahaha seret gk lu? gue liat tadi ada yg kelolodan risol, boleh lu ambil sendiri ke abangnya nih gue bawa bawa sekedai biar apa? biar byur yg udeh legal boleh minum amer, angkat gelasmu lalu mabuk bersamaku TAKE BEER DEMDUT""🍷🥂🍻🍺🍾 https://t.co/cuMhYlgY5R",1628003400507084801_1.jpg,muslim,not hate
lesbong nya masi kuat https://t.co/MA6RNZx1YG,1789722493885854023_0.jpg,lgbt,not hate
Ini laten komunis dg jubah ISLAM yang anda maksud USER https://t.co/l5oIIyaLBn,1595557148146139138_3.jpg,muslim,hate
Juga di PSI itu gampang menemukan kader yg doyan cabul dan maksiat https://t.co/r8GYSvFy35,1788553956228239832_0.jpg,muslim,hate
"USER USER kadrun kalau nyebar kebohongan tidak takut berdosa tapi suka hitung dosa orang, tapi merasa orang paling suci, wlu suka berbuat cabul di gibah orang https://t.co/WGlvhLFsFV",1781960696332468567_0.jpg,arab,hate
Jomok nya sale ya kak tinggal sakuya 🥰 https://t.co/vQFmJ6BnSJ,1787487884683190647_0.jpg,lgbt,not hate
Isu semacam ini yg perlu disoroti kaum mayoritas. https://t.co/mmzrhF7Bu9,1118068975378636800_0.jpg,muslim,not hate
"Kadrun jembut,.... !!! 😛 Priper akun ke : 6 USER https://t.co/yxvkKZQLVX",1781885127431524718_0.jpg,arab,hate
USER GENK GENK CHINDO MULAI PAKE JURUS FITNAH UTK MERUSAK CITRA KIKI. INTINYA KITA SEMUA DAH TAU MASTERCHINDO ITU PROGRAM PALING RASIS !! YG JUARA CINA CINA SIPIT SEMUA https://t.co/OXQoTQCigR,1730235823633596831_0.jpg,cina,hate
"nih liat nih tt dipamer pamerin sengaja banget buat mancing mancing, emang perek tuh selalu haus kontol #Pejuhin #pejuhinmuka #pejuhinfoto #PejuhinChallenge #kontolinfoto #kontolinmuka #SANGE_AAAAAAAAAA #SANGE_AAAAAAAAAAH #sangeberat #cumtributeِs https://t.co/qEFCfmifne",1789343706719605242_0.jpg,wanita,hate
"Cewek bandung doyan seblak, cewe bali doyan rujak kuah pindah 💖 https://t.co/mlq9naDviV",1546719389017583618_0.jpg,wanita,not hate
sedang mengurangi mengirim stiker jomok 😢 https://t.co/7vToRfC7Wg,1786760358675570966_0.jpg,lgbt,not hate
Gini toh rasanya jadi team rahim anget aka gembus gosong Allahuuu cintaaaaa Abis potong rambut gak bisa diselametkan ini otakku https://t.co/6UWxvqHJpV,1412741913380220933_0.jpg,wanita,hate
How I dress irl. ✨ Kalo kata aku &amp; temen2 irl ini namanya outfit cewe seblak https://t.co/gSduO4OMRE,1729378208355913847_2.jpg,wanita,not hate
"Dokter di pecat dari hasil MUKTAMAR. Yang pecat anggota MUI. Beginilah onta arab klu di berikan kekuasaan.. USER agar bertindak, segera riksa yg bersangkutan karena telah meresahkan &amp; buat kegaduhan. Dasar &amp; Hak apa dia keputusan memecat seorang dokter berprestasi. https://t.co/KFeN136Stu",1508648008573153281_0.jpg,arab,hate
"Aku tak tak.tau saat saat ini sedang berada dimana dan di kota apa ? dimanakah kota ku dulu yg bernama "" Medan bestari"" itu ? dimanakah teman2 ku itu , mereka sudah terdesak oleh keras nya injakan kaki kapitalis neolib Cina ,sehingga pada berpindahan ke pinggir kota , oh pribumi https://t.co/Sa6rC1WrQ2",994443253284982784_0.jpg,cina,hate
USER setauku yg minta tuh Amnesty Internasional Indonesia cmiiw. sebenernya aneh sih teriak soal pelanggaran HAM pdhl warga lokal juga punya hak buat menolak apalagi mereka udh tau gmn kelakuan pengungsi Rohingya https://t.co/UMNMq7CwpS,1726843358558175384_0.jpg,rohingya,not hate
"yang ngira gw non islam gagara muka kristen nama kristen, nih gw pake jubah, kurang islam apee https://t.co/SZiixPmovd",1392995440929361921_0.jpg,muslim,not hate
Lingkaran syaiton fenomena pria2 homoseksual yg menikah dengan lawan jenis. Lingkaran ini akan terus berjalan slm masyarakat msh bersikeras tidak menerima eljibiti. Pd akhirnya yg rugi ya masyarakat sendiri https://t.co/klZ1Kh90NA,1679668232163307520_0.jpg,lgbt,not hate
USER siapa juga yg mau percaya tukang ngibul 'habib palsu'.. cetek modal bacot nyaring doank https://t.co/2xZP2zUwo0,1640939187414368256_0.jpg,muslim,hate
Ini penghinaan agama lho.. Masa keturunan nabi dpt mas kawin cuma sejuta??? Masa kalah sama syahrini??? Si habib ternyata kere ya untuk menghalalkan silahturahmi kelamin https://t.co/0b20sHHFBJ,1772160080542388499_0.jpg,muslim,hate
"Beberapa temen SMK sering bergunjing dibelakang, dan justifikasi sesat ke aku karena dianggap membawa panji dan bendera pelangi :3 dan mempercepat kiamat. me also counter that like this : https://t.co/HYMZ63BAho",1100936859293704193_0.jpg,lgbt,hate
Cina2 Komunis Menyerang Pekerja Pribumi #Indonesia Dengan Tongkat Besi Di #Morowali .. Saatnya Tiba Mengusir Semua Cina Komunis Dari #Indonesia .. https://t.co/wYWpTxLyN9,1614482709170237440_3.jpg,cina,hate
"USER Kadrun = Kadal Gurun = Binatang. Anda sendiri yg sering nyebut nama binatang dan sekarang Anda lagi liburan. Berarti Anda mmg panutan, lakuin dulu lalu menasehati orang lain👌😂 https://t.co/cgiGseg2Rf",1672506578698907649_0.jpg,arab,hate
"Sebenernya, untuk tahu apakah seseorang itu keturunan nabi atau bukan, cukup suruh dia bilang ke Raja Salman. Karena sampai detik ini, gak ada seorangpun yang berani ngaku sebagai keturunan nabi ke Raja Salman. Saya gak tahu kenapa... Tuh? 🤔 https://t.co/BboyXZrWob",1721076579252699397_0.jpg,muslim,not hate
"Pendeta , Pastor kaum minoritas jangan takut lagi. Udah ada hukum yang menjerat pembubaran ibadah walau belom ada hukum untuk pembangunan rumah ibadah dengan dalih harus ada kesepakatan dengan penduduk sekitar . https://t.co/auSKxdESVP",1637745165002772481_1.jpg,nonislam,not hate
"Menurut oten yang ngaku atheis ini peninggalan suku maya? Otak kok ditaroh dengkul,ini peninggalan majapahit dimusium amerika https://t.co/NV0wbK5TLg",1788103939164078294_0.jpg,nonislam,hate
USER USER USER Nih drun Sudah dibungkus ky apapun jg tetap jadi santapan ustad 🤣🤣🤣🤣🤣🤣🤣 Take beer breeee Dr des 23 sd feb 24 https://t.co/1KOqYnQZBe,1760873132355883250_1.jpg,muslim,hate
"Menolong wanita yg tersakiti dgn cara menikahinya,adlh suatu hal yg sngt msk akal bagi penganut agama damai. Namun kafir(kaum berfikir) itu adlh ..... https://t.co/XeCojnJ9X3",1783282008682344838_0.jpg,nonislam,hate
"kuliner sunda, siapa sih yang ngga tau kuliner 'peyeum' eh bukan peyeumpuan, enak.. :) #ReboNyunda http://t.co/LB8EkqrBXW",588172679527669760_0.jpg,wanita,not hate
"Sekarang, tipe gue bukan cewe matre kaya lo a haechan one tweet au https://t.co/o5dTAgPkOW",1525466935369924610_2.jpg,wanita,hate
"UAS di Mabes TNI AD tadinya sangat berharap USER USER USER USER USER USER hadir di acara tsb.. biar mereka mendengar secara LIVE UAS tdk Radikal UAS tdk Anti Pancasila.. RADIKAL ITU KOMUNIS, SYIAH, JIL &amp; AHMADIYAH SESAT! https://t.co/wMepUbz5VV",1005077079111561217_0.jpg,muslim,hate
Pahlawan Perjuangan (Rakyat) Keledai Palestina Keledai ini bolak-balik mengangkut ban bekas untuk dibakar melawan Tentara Zionis Yahudi Israel. Kiranya Keledai ini Lebih Terhormat dari pada Penghuni Istana Arab Antek Zionis !! https://t.co/th2EpEA68M,1000866547307397120_0.jpg,arab,hate
Obat untuk rahim anget sudah ditemukan https://t.co/mWuGXlmmYR,1282710916388151310_0.jpg,wanita,hate
USER Iya gak boleh pakai jubah Islam saat kampanye https://t.co/Pz6zFYeHmd,1479740006780456961_0.jpg,muslim,not hate
"Ketinggiannya pohon, banyak yg menerpa. Badut2 istana mencari2 celah utk memfitnah IBHRS Namun Allah SWT selalu melindungi beliau Bahkan #KamibersamaIBHRS #KamibersamaIBHRS Bukan banserep, mabuk krn lama gk dangdutan🤣🤣 https://t.co/uOx1tucIFE",1332605381009293312_0.jpg,muslim,hate
"Turut bersimpati untuk fat cat , semoga tidak ada korban2 kayak gini. bucin segitunya dan ternyata cewenya lesbong , lah mending gonta ganta pacaran klo udah sering minta duit gitu. Noh cewe2 yg salah2in cowo ada juga cewe kayak ryan teuku kan dan gk semua cewe kayak ria ricis https://t.co/tfPR08ucx2",1788358712102363590_0.jpg,lgbt,not hate
"Wahai para penguasa, inilah respon kami - kaum mayoritas - atas kenaikan harga beras! Kami tidak tinggal diam https://t.co/bYhDuXwPOB",1761223409990787249_0.jpg,muslim,not hate
kurang sticker ini 🙏 tpi... klo ad ini jdi unsur lagibete😭😭😭😭😭 https://t.co/zv3Jb9yDga,1783880415461421554_0.jpg,lgbt,not hate
"Semua orang itu pasti pernah berbuat salah. Dan jika kita mau sukses di kehidupan sosial, kita itu jangan perfeksionis saat membangun relasi dengan pihak laen. Bahkan, Rasulullah bersabda yang maknanya: ""Semua keturunan Nabi Adam itu bisa berbuat salah. Dan sebaik-baiknya orang https://t.co/HtoZWxC3rC",1735178315743519123_0.jpg,muslim,not hate
Memang si cina ini GK perna baik buat Indon Di Indon kerjanya korupsi Mulu Di piala AFC U23 disogok Mulu Wasit paok https://t.co/qbUVItv09L,1784988883807297640_0.jpg,cina,hate
Setelah di bantai nazi...meludahi oten🤣 https://t.co/wBGKxMBkIb,1787715029670002915_1.jpg,nonislam,hate
"Mengais ""Sumbangan Paksa"" di atas Konflik Rohingya !!! Ngiahaaahaaaa kelakuan si Anjing Jonru !! https://t.co/3u5kIcrYuh",904572442819010560_0.jpg,rohingya,hate
"Nih buat kaum betina indo, udah kalau suka ya suka aja gausah gitu juga, anda spam komen di ig nya dia bukan buat dia seneng tapi buat dia jijik anjeng, dia juga gak suka sama kalean muka muka kek jamet gitu norak bet dah kontolll, https://t.co/1CvX0J8TDQ https://t.co/imD9A4ylln",1249487710068166656_1.jpg,wanita,hate
nanti aku sombongin kayak chanchan:3 btw aku kebanyakan beli yg jomok-jomok🗿 https://t.co/xqI8VDrs7g,1787014252550935012_0.jpg,lgbt,not hate
Kasus Habib Cabul Husein Alatas knp FPI mendadak bisu &amp; tuli pdhal ada unsur Penistaan Habib ?? 🙄🙄😳😳 https://t.co/KYe5LNMvYt,1207999686583259137_2.jpg,muslim,hate
"Dasar cabe-cabean.. RT USER Tak Difollow One Direction, Fans Ini Bunuh Anjing Kesayangannya http://t.co/4lzG8hQCAu",378453661275283456_0.jpg,wanita,hate
"USER alah anjing. lo deserve daripada nadine? Wkwkw jalang. rendahan banget sampai harus ngejelekin org lain. bukan nadine yg gapantes buat ghalbian, tapi ghalbian yg ga pantes buat nadine. lo modal ngangkang doang mau lawan nadine. babi https://t.co/5fYb1joI3M",1579957667355066368_0.jpg,wanita,hate
"💙 kata perek tuh maknanya bergeser kah? di Jawa perek itu artinya 'deket', trs perek di sini apaan anjur https://t.co/zWDjrSNbGx",1775750003501547934_0.jpg,wanita,hate
"Udah bener, Oom Jepun 👍👍 Gak usah tiru2 bule Amerika sama Eropa dungu. Jangan dibiarin seenaknya itu eljibiti https://t.co/giVKMRnX4a https://t.co/dUfH48jNxt",1598194739685511169_0.jpg,lgbt,hate
oiya lupa post sepakbola anjing bangsat pukimai jerome kontol wasit cina autis wasit var buta https://t.co/L4MW6osmtJ,1785031895551750378_0.jpg,cina,hate
Sejumlah besar TERORIS ditangkap hidup-hidup secara HINA DINA di Khan Yunis oleh IDF. Take beer 🍻 #HamasTerrorist Hamas Jalur Gaza Palestina Israel NPWP KDRT Rohingya #Gaza_Genocide Bangladesh https://t.co/HNzJyeluCE,1732770247630020930_1.jpg,muslim,hate
"USER Prah bgt nih gaberner jkt+kaum pea 212,kalian udah langgar aturan,kalian bsa kena pidana USER USER USER USER https://t.co/wogT0qnlQV",1282862965733986305_0.jpg,muslim,hate
"KEBERAGAMAN ITU HARAM! Miris melihat sapiens beragama yg memandang keberagaman itu hina. kafir, bahkan haram! Mereka tidak mampu memandang sebuah karya mozaik indah yang menghiasi permadani kemanusiaan. Mereka tidak mampu membaca karya abstrak, yg adalah bentuk keindahan alam https://t.co/7cmYOa9U5P",1783345009653424223_0.jpg,nonislam,hate
USER Tuak beer ribuan anak2 bussung lapar dan kemiskinan https://t.co/alADEV2kvh,1746874622979760403_0.jpg,muslim,hate
"Dear brand USER sendiri), jualan ya jualan aja gk perlu ngespam dilapak orang nyampah bgt apalagi komennya nawarin produk ditwit cewek yg lagi curhat dia lagi alamin pelecehan seksual, mau pansos gk perlu pakai cara yg kotor, please deh. Gk usah sok asyik. https://t.co/OG5l2XSTFG",1523924169402228736_0.jpg,wanita,not hate
"🐥Dibilang jobless lah, cewek matre krn kamu yg bayarin bill aku terus 🐻Yg ngomong gitu biasanya jomblo karatan atau punya cowo tp mokondo 🐥Apa mokondo? 🐻Modal k*nt*l doang, pacaran modal dengkul 🐥ih mulut 🐻Anteupin aja omongan orang, yg penting rumah tangga kita bahagia https://t.co/3QrhlSCsH4",1112958251652407296_0.jpg,wanita,hate
KADAL GURUN YG SATU INI SELALU MEMBERIKAN DOGMA² MENYESATKAN!! https://t.co/AdaFTHLzbk,1728076257760260197_0.jpg,arab,hate
"PA 212 tolak konser Coldplay di Jakarta. Bilangnya mereka dukung eljibiti. Sok2an aja, pengen nonton gak ada duit.... 😅 Fyi, kalo Bamukmin dkk tahu ColdPlay pernah dukung Palestine lwt klip Freedom for Palestine, apa masih ditolak?? https://t.co/pSCTWJce3p",1657045001690574848_0.jpg,lgbt,hate
USER Kaum tulang lunak senang formula E diadakan..😅 https://t.co/NGEznPZjGV,1665587227374567427_0.jpg,lgbt,hate
manusia manusia yang ngibul di grup jomok hytam https://t.co/sQ5FAEmIId,1788514361428037840_2.jpg,lgbt,hate
"USER USER USER Jangan lupa para pejuang nasi bungkus, makan sahur pakai special pack jihood https://t.co/78oN9QKcKf",1130865143317794817_0.jpg,muslim,hate
"42) ""buaya betina"" https://t.co/d0Fw5fK7Jj",1414229242947129345_0.jpg,wanita,hate
"Alhamdulillah..Kaum sipit mao keluar dr Negeri ini, makin tentrem deh😁 *kipasan https://t.co/aqLhBIRF5b",862600184714321921_0.jpg,cina,hate
solusi rahim anget https://t.co/cuuWIchG1u,1600812261765185536_0.jpg,wanita,hate
Saya dapet wa dari Yaman https://t.co/eO31Or0hee,1780847319249981710_0.jpg,arab,not hate
... di endorse Biro Wisata Haji ngaku diundang Raja Arab Saudi 😂😂😂 ... . . . masih aja NGIBUL pdhal ini ritual ibadah 🤦🤦🤦 https://t.co/1MiBVMoHWj,1672991816373899265_0.jpg,arab,hate
"1• Dulu, ketika masih jarang orang yg berani mengkritik FPI, pengkritiknya pst disebut menyerang Islam. Itu apabila pengkritiknya non muslim. Khusus yg Islam, langsung dicap, munafik, syiah, sesat, liberal, antek aseng. Korona FPI Musuh Bersama #IslamTanpaAnarkisme https://t.co/itylIpGtZg",1332570654189572096_0.jpg,nonislam,hate
"USER Gus gusan mending lo ngurus anak turunan lo aje, atau ini nih cina sipit, emang Lo sudah nggak laku lagi ye, atau anjing lagi cari tulang??? https://t.co/zM8l7DmcYX",1776145860050432241_0.jpg,cina,hate
Video aliran sesat yang membolehkan anggota bertukar pasangan ternyata hanya konten YouTube yang dibuat Samsudin alias Gus Samsudin. dibuat hanya untuk menaikkan subscriber https://t.co/uOC7fI89cz,1762410055327224091_0.jpg,muslim,not hate
USER Sebelum ngejudge mahasiswa liat dulu nih kelakuan kelakuan pengungsi rohingya https://t.co/zWIDpv0F1B,1740210162709991668_2.jpg,rohingya,not hate
nih yaa nih yg masih manggil perempuan itu kaum betina di baca dulu ini di baca 😭🙏🏼 https://t.co/Hh0WRjuwxp,1255051608854892545_0.jpg,wanita,not hate
cowok/cewek parsos kalian tipe yang fomo ikutan bikin threads apa team gak ngerti cara mainnya? https://t.co/59w1NCgJ5f,1677244470889431045_0.jpg,wanita,not hate
Kalau kata USER Lonte aja yg kerja modal memek dan ngangkang aja ada price list harganya. Lah ngene iki kerjoanku kalah dong karo lonte?? https://t.co/s2yB5adOpx,1160614955617406976_0.jpg,wanita,hate
"🌻 : ""Teh, gimana udah jadian?"" 💚 : ""Sama kang daniel? Belum"" 🌻 : ""Klo sama kang mark? ea"" 💚 : ""Belum juga"" 🌻 : ""Iih dasar cabe cabean"" 💚 : 🔪 🌻 : ""BERCANDA TEH"" .. .. .. .. .. 🌻 : ""kasian bgt lee jeno di friendzone in doang"" 💚 : 🔪🔪🔪🔪 🌻 : ""AMPUN TEEEEH"" https://t.co/ey5Ci9gqDP",1186325610798256128_1.jpg,wanita,hate
Gak salah donk dgn meme ini ? Loe aslinya kan pendukung Islam radikal...? https://t.co/4DFVNuEVfW,1781284503933386903_0.jpg,muslim,hate
Transaksi jomok bersama Cici. https://t.co/vfYmd0SUgS,1789246805559091304_0.jpg,lgbt,not hate
Pernah mimpi azab kaum sodom dan gomorah ini tetap ngeri dan takut https://t.co/ht0gawuv3g,1782068048129896560_0.jpg,lgbt,not hate
ALERTA ROHINGYA bukan pengungsi Tapi Imigran Gelap! USIR!! https://t.co/dx57eTIBK4,1732387322212368466_0.jpg,rohingya,hate
"Padahal dia yg katro ketikan disingkat-singkat, penempatan kapital dimana aja. Emang dasar cabe-cabean. *SenyuminAja~ http://t.co/2oZaXHYzhs",489463959603249153_0.jpg,wanita,hate
plis GUE SETUJU. lagipula itu masih asumsi dia. dlu pernah mantan gue yg emg gamau main lg sm sirkelnya tp gue yg dituduh dan dijadiin bahan olokan di sirkelnya PDHL GW GA TAU MENAU SAMA SEKALI. sirkel toxic bangsat! gw ketrigger baca twt sahabat cewe yg pick me itu https://t.co/qYdd8v81mL,1776355970966520122_0.jpg,wanita,hate
USER Mereka dikeluarin dari kategori penyakit karena mereka kaum LGHDTV nyogok biar dianggap normal. https://t.co/b9dkHB66CX,1598520876101672960_0.jpg,lgbt,hate
"~Kamuflase ""Cari cewe yang tulus dan ga matre harus cosplay jadi tukang boba dulu"" -Haikal Kusumadiningrat https://t.co/FaFFUEMoPl",1330144465093267456_2.jpg,wanita,not hate
"Sikap NU dan MUI jelas, AHMADIYAH SESAT. USER malah nyamain kss cikeusik dg genosida di Rohingya.Pdhl cikeusik, ahmadiyah yg cari ribut https://t.co/oRnUTgNUJR",904853234895818752_2.jpg,muslim,hate
USER wadon☕ https://t.co/p975zdwhWm,1567374433610010625_0.jpg,wanita,not hate
"Masalahnya lagibete itu merusak moral dan menular, beberapa kali saya dapet klien yang g4ey yang mengaku tertular prilaku tidak menyenangkan beberapa orang penyuka loebang b*lakang di lingkunganya. https://t.co/qdsjNHfaQG",1524357666637762566_0.jpg,lgbt,hate
"USER USER USER USER USER USER bersyukur bgt w jadi org indo, org nya santuy"", kalau di negara jiran org kris10 aja dilarang pake istilah allah, kiblat, baitullah https://t.co/yqzyjeQhwV",1370567712053719043_0.jpg,nonislam,hate
"💚 btw gue cewe, punya pikiran kayak gini apa menjadikan gue matre ya? Jujur dihubungan sebelumnya gue penuh efforts tapi tetep kandas juga, sekarang kepengen bgt digituin sama cowo. Jangan salty ya, pandangan cowo gimana? https://t.co/WdAwtshTbS",1698199511938777482_0.jpg,wanita,not hate
Lonte chindo Elisa yg haus kontol pribumi..minta dlecehin ska dksarin dsar perek murahan 😡😡 https://t.co/N9qkiXZCFo,1787904224489259240_0.jpg,wanita,hate
"Kok yg di boikot produk Inggris bukan Depok dan Sumatra Barat ?!? //..Populasi Pelaku LGBT Terbanyak Berada di Sumatera Barat //..Wilayah Depok Jadi ""Surga"" Kaum LGBT //. PA 212 Serukan UmatcIslam Boikot Produk Inggris Imbas Kibarkan Bendera LGBT https://t.co/jaaP4XtSda",1529907854227886081_0.jpg,muslim,hate
"Akhirnya USER penuhi janji tentang pelanggaran HAM. Semoga kedepan tdk ada lagi yg mempermasalahkan tentang masa lalu se org ""pecatan"" karena pelanggaran HAM... Take beer....!!!! https://t.co/ibx8GTH3ZV",1762811744353988946_1.jpg,muslim,hate
"USER mereka homok bgtt, tapi aku sukaa☺️☺️ https://t.co/nuBj7EgFcV",1788143433208721411_0.jpg,lgbt,not hate
lagi” dapet yg beginian kemarin di katain sasimo skrg genit babi la🫵🏻 https://t.co/6y9F2If4hU,1787387220837761427_0.jpg,wanita,hate
"USER itu namanya cewe matre mba bukan cewe sunda, sembarangan aja ketikannya https://t.co/PossDUJZDB",1652905408397479937_0.jpg,wanita,hate
Yang sering dibilang mukanya kris10 bgt. https://t.co/HIvmCYIiYN,1321713015163514883_0.jpg,nonislam,not hate
FAK GAGUNA LU BERDUA GOPUB TIPIS² NGENTOOOOODDDDD SEMUANYA DAH TAU LU BEDUA HOMOK (yg denial paling iri doank) https://t.co/mcLduJNjso,1787424705869468103_2.jpg,lgbt,hate
"Kecerdikan Israel. Sebelum meluncurkan rudal dgn F 35 dari jarak yg sangat jauh. Israel mengirim kadrun berukuran kecil di kota Isfahan, utk memastikan bhw di lokasi tersebut tidak ada aktivitas dari warga sipil. Kadrun yg diketawakan hamas pesek ini namanya kadrun pengintai. https://t.co/BWwO9aFWD3",1781633361674670205_0.jpg,arab,hate
"Jablay""@boyslater21: Perempuan ketengan minat ? USER USER USER USER USER USER http://t.co/qSiGS05wrD",389417911552450561_0.jpg,wanita,hate
"Selamat pagy, awali pagy anda dgn panen meme jomok baru https://t.co/lUjCGrNaj2",1789841849332519380_0.jpg,lgbt,hate
USER TRUUEEE. padahal segemes itu johnny huhu kangen dia mbul kyk dulu🥺 let’s protect our man with all costs! jauhin johnny dr ciwi2 kaum rahim anget yg demen sexualize idols!!😡😡 https://t.co/5vEqbK2IG2,1666963383978188800_0.jpg,wanita,hate
"Ketua DPRD Jakarta tdk setuju usulan gaberner utk Lepas saham bir,kaum PA 212 berani demo tdk?kalian Bela agama atau Bela politik 😁 https://t.co/CAVbUINBeH https://t.co/JpMk03RGI6",1366972984422924292_0.jpg,muslim,hate
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Gue gk punya apem nek 😀😀😀 https://t.co/wxGXj8vAYH,1789843161046487308_0.jpg,nonislam,hate
FAK GAGUNA LU BERDUA GOPUB TIPIS² NGENTOOOOODDDDD SEMUANYA DAH TAU LU BEDUA HOMOK (yg denial paling iri doank) https://t.co/mcLduJNjso,1787424705869468103_1.jpg,lgbt,hate
USER USER Ulama2 masa kini diantaranya👇 Tuak beer!!! https://t.co/kuIO9YAHWr,1549183850072289280_0.jpg,muslim,hate
USER Pecinta lobang anus lagi marah: https://t.co/ksBKzBi2Pa,1744387873414033840_0.jpg,lgbt,hate
"Banyak pokoknya event mendadak diluar nalar. Kyk kembali muda, di sembuhin alien. Gabut merampok bang, Alhamdulillah aman 😭 dan yg paling awikwok nih bjir. Siapa yang sange sama kakek kakek resepsionis umur 53, mana jomok lg. Udh punya anak bini dia, ya Allah 😭🫵🏻 https://t.co/AN2fZXIpO0",1787777305882075264_0.jpg,lgbt,hate
"RASULULLAH BERTANYA KEPADA IBLIS. WAHAI IBLIS,APA PENDAPATMU TENTANG UMAR? IBLIS MENJAWAB: TIDAK AKAN AKU KETEMU DENGANNYA DIJALAN KECUALI AKU LARI. BAYANGKAN,IBLIS SAJA TAKUT DENGAN UMAR. JIKA SAAT INI UMAR MASIH HIDUP,NTAH BAGAIMANA NASIB PENISTA ISLAM SEPERTI USER https://t.co/Whgvh1WKNU",1737360222874968347_0.jpg,muslim,hate
USER USER USER Maka walaun pun ber take beer https://t.co/FdmrjJhQBs,1682226372574613507_0.jpg,muslim,hate
Ngopo kaum betina nek foto kudu merem? https://t.co/Ji0nUFRsu8,1595272000066686977_0.jpg,wanita,hate
USER USER USER USER USER USER USER USER USER Pejuang nasi bungkus https://t.co/gkjtixaeD2,1315625734803615745_0.jpg,muslim,hate
"USER Tolong dong warga Aceh yang bener² tahu kelakuan Rohingya untuk speak up juga di akun² yang sok bela Rohingya ini, gak mentang² seiman atau sok sjw, sampai segitunya njir, sampai dituduh buzzer pula 😭 https://t.co/QbEeZEXPN7",1732421709171671232_1.jpg,rohingya,hate
Ooalahhh..ustad yg suka ngomong ke cewek LONTE..ngustad jago blokir😝😝 maheer LONGOR #TangkapAriAshkaraSEKARANG https://t.co/cCFDYilMV7,1210234535503249408_0.jpg,wanita,hate
Gus Dur bilang Quran Kitab Porno Gus Ulil Absar Abdalla (menantu Gus Mus) bilang Quran hny dongeng2 buatan pengarang nya saja.. Jd ya mmg gada fungsi nya sama sekali.. Take beer 🍻🍺 https://t.co/zVDLnjR6vW,1774920251311874454_1.jpg,muslim,hate
USER Emg serem bgt gasi ngentottt kaum kaum pelangi🙏🏻 https://t.co/Lfv0BE8LYa,1781379311691501652_0.jpg,lgbt,hate
Akhirnya orang2 Jakarta pada pake peci ini. Mantap influencer fashion 😁 .. Ayo ke USER mampir ke booth Sobat Gurun https://t.co/a4c9nOrmAe,1469286683396829188_0.jpg,arab,not hate
"Selain angin gak punya ktp, akupun islam ktp Slmat brbuka https://t.co/ew02PmrsDc",1774323563438456935_0.jpg,muslim,hate
"USER Sepengetahuan sy, memang umat muslim harus cinta keturunan Nabi, dgn catatan : dgn cara tdk berlebihan &amp; hanya keturunannya yg bertakwa, krn dlm Quran &amp; hadist menunjukkan bahwa Allah &amp; para Nabi sendiri akan 'mencoret' keturunannya yg bersikap &amp; berperilaku buruk. https://t.co/aFhLIPVlsD",1614616134480973825_3.jpg,muslim,not hate
